The Big Bang,2010,Action, Crime, Mystery,Tony Krantz,A private detective is hired to find a missing stripper. A simple job turns complicated when everyone he questions ends up dead.
Harry Potter and the Deathly Hallows: Part 2,2011,Adventure, Family, Fantasy,David Yates,Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.
